         City 1,             to,         City 2,             X1,             Y1,             X2,             Y2,       Distance,          Coins,            Bux
      Ahmedabad,             to,         Mumbai,           1966,           1118,           1970,           1147,            116,             79,              1
        Seattle,             to,      Vancouver,            491,            886,            488,            856,            120,             80,              1
         Havana,             to,         Cancun,            795,           1120,            767,           1133,            120,             80,              1
           Rome,             to,         Naples,           1508,            942,           1532,            960,            120,             80,              1
         London,             to,     Manchester,           1410,            845,           1397,            817,            120,             80,              1
      Vancouver,             to,        Seattle,            488,            856,            491,            886,            120,             80,              1
         Naples,             to,           Rome,           1532,            960,           1508,            942,            120,             80,              1
         Cancun,             to,         Havana,            767,           1133,            795,           1120,            120,             80,              1
     Cincinnati,             to,        Detroit,            791,            975,            797,            945,            120,             80,              1
        Detroit,             to,     Cincinnati,            797,            945,            791,            975,            120,             80,              1
     Manchester,             to,         London,           1397,            817,           1410,            845,            120,             80,              1
       Adelaide,             to,    Broken Hill,           2463,           1572,           2486,           1550,            124,             81,              1
    Broken Hill,             to,       Adelaide,           2486,           1550,           2463,           1572,            124,             81,              1
         Venice,             to,         Munich,           1508,            909,           1507,            878,            124,             81,              1
           Lyon,             to,           Bern,           1455,            905,           1480,            886,            124,             81,              1
           Bern,             to,           Lyon,           1480,            886,           1455,            905,            124,             81,              1
     Manchester,             to,        Belfast,           1397,            817,           1368,            805,            124,             81,              1
        Belfast,             to,     Manchester,           1368,            805,           1397,            817,            124,             81,              1
         Munich,             to,         Venice,           1507,            878,           1508,            909,            124,             81,              1
         Newman,             to,   Port Hedland,           2335,           1480,           2326,           1449,            128,             82,              1
   Port Hedland,             to,         Newman,           2326,           1449,           2335,           1480,            128,             82,              1
     Wellington,             to,   Christchurch,           2735,           1627,           2712,           1650,            128,             82,              1
        Nairobi,             to,        Kampala,           1693,           1300,           1667,           1281,            128,             82,              1
      Singapore,             to,         Padang,           2189,           1272,           2179,           1303,            128,             82,              1
        Kampala,             to,        Nairobi,           1667,           1281,           1693,           1300,            128,             82,              1
   Christchurch,             to,     Wellington,           2712,           1650,           2735,           1627,            128,             82,              1
     Charleston,             to,        Atlanta,            823,           1035,            791,           1028,            128,             82,              1
         Padang,             to,      Singapore,           2179,           1303,           2189,           1272,            128,             82,              1
        Atlanta,             to,     Charleston,            791,           1028,            823,           1035,            128,             82,              1
      Fortaleza,             to,       Teresina,           1121,           1316,           1090,           1328,            132,             83,              1
        Glasgow,             to,        Belfast,           1392,            781,           1368,            805,            132,             83,              1
      Bangalore,             to,      Hyderabad,           2001,           1195,           2010,           1163,            132,             83,              1
         Havana,             to,          Miami,            795,           1120,            819,           1096,            132,             83,              1
         Dallas,             to,        Houston,            692,           1036,            703,           1068,            132,             83,              1
        Houston,             to,         Dallas,            703,           1068,            692,           1036,            132,             83,              1
      Hyderabad,             to,      Bangalore,           2010,           1163,           2001,           1195,            132,             83,              1
         Venice,             to,           Rome,           1508,            909,           1508,            942,            132,             83,              1
           Juba,             to,        Kampala,           1662,           1248,           1667,           1281,            132,             83,              1
        Kampala,             to,           Juba,           1667,           1281,           1662,           1248,            132,             83,              1
        Belfast,             to,        Glasgow,           1368,            805,           1392,            781,            132,             83,              1
       Montreal,             to,         Boston,            866,            912,            885,            940,            132,             83,              1
          Miami,             to,         Havana,            819,           1096,            795,           1120,            132,             83,              1
         Boston,             to,       Montreal,            885,            940,            866,            912,            132,             83,              1
           Rome,             to,         Venice,           1508,            942,           1508,            909,            132,             83,              1
       Teresina,             to,      Fortaleza,           1090,           1328,           1121,           1316,            132,             83,              1
      Araguaina,             to,       Teresina,           1057,           1338,           1090,           1328,            136,             84,              1
        Calgary,             to,       Edmonton,            577,            832,            584,            798,            136,             84,              1
       Teresina,             to,      Araguaina,           1090,           1328,           1057,           1338,            136,             84,              1
       Edmonton,             to,        Calgary,            584,            798,            577,            832,            136,             84,              1
          Osaka,             to,          Tokyo,           2433,           1017,           2467,           1014,            136,             84,              1
 Rio De Janeiro,             to,      Sao Paulo,           1094,           1466,           1062,           1480,            136,             84,              1
         Sendai,             to,          Tokyo,           2477,            981,           2467,           1014,            136,             84,              1
      Sao Paulo,             to, Rio De Janeiro,           1062,           1480,           1094,           1466,            136,             84,              1
          Tokyo,             to,          Osaka,           2467,           1014,           2433,           1017,            136,             84,              1
          Tokyo,             to,         Sendai,           2467,           1014,           2477,            981,            136,             84,              1
   Port Hedland,             to,         Broome,           2326,           1449,           2344,           1418,            140,             85,              1
         Broome,             to,   Port Hedland,           2344,           1418,           2326,           1449,            140,             85,              1
       Brisbane,             to,    Rockhampton,           2565,           1514,           2553,           1481,            140,             85,              1
         Prague,             to,         Munich,           1537,            859,           1507,            878,            140,             85,              1
         Munich,             to,         Prague,           1507,            878,           1537,            859,            140,             85,              1
    Rockhampton,             to,       Brisbane,           2553,           1481,           2565,           1514,            140,             85,              1
           Oulu,             to,          Lulea,           1619,            648,           1583,            640,            144,             86,              1
        Glasgow,             to,     Manchester,           1392,            781,           1397,            817,            144,             86,              1
          Paris,             to,         London,           1436,            871,           1410,            845,            144,             86,              1
        Houston,             to,      Monterrey,            703,           1068,            671,           1086,            144,             86,              1
          Lulea,             to,           Oulu,           1583,            640,           1619,            648,            144,             86,              1
           Bern,             to,         Venice,           1480,            886,           1508,            909,            144,             86,              1
         Venice,             to,           Bern,           1508,            909,           1480,            886,            144,             86,              1
       Zanzibar,             to,       Lilongwe,           1714,           1348,           1694,           1379,            144,             86,              1
         London,             to,          Paris,           1410,            845,           1436,            871,            144,             86,              1
      Monterrey,             to,        Houston,            671,           1086,            703,           1068,            144,             86,              1
     Manchester,             to,        Glasgow,           1397,            817,           1392,            781,            144,             86,              1
       Lilongwe,             to,       Zanzibar,           1694,           1379,           1714,           1348,            144,             86,              1
        Seville,             to,         Madrid,           1376,            987,           1395,            955,            148,             87,              1
         Madrid,             to,        Seville,           1395,            955,           1376,            987,            148,             87,              1
        Nanping,             to,      Hong Kong,           2296,           1082,           2279,           1117,            152,             88,              1
      St. Louis,             to,    Kansas City,            737,            981,            699,            974,            152,             88,              1
       Bordeaux,             to,           Lyon,           1417,            910,           1455,            905,            152,             88,              1
      Hong Kong,             to,        Nanping,           2279,           1117,           2296,           1082,            152,             88,              1
           Lyon,             to,       Bordeaux,           1455,            905,           1417,            910,            152,             88,              1
         Taipei,             to,        Nanping,           2329,           1102,           2296,           1082,            152,             88,              1
           Lyon,             to,          Paris,           1455,            905,           1436,            871,            152,             88,              1
          Paris,             to,           Lyon,           1436,            871,           1455,            905,            152,             88,              1
    Kansas City,             to,      St. Louis,            699,            974,            737,            981,            152,             88,              1
      Geraldton,             to,          Perth,           2283,           1507,           2292,           1544,            152,             88,              1
          Perth,             to,      Geraldton,           2292,           1544,           2283,           1507,            152,             88,              1
        Nanping,             to,         Taipei,           2296,           1082,           2329,           1102,            152,             88,              1
      Guangzhou,             to,        Nanping,           2265,           1105,           2296,           1082,            152,             88,              1
        Nanping,             to,      Guangzhou,           2296,           1082,           2265,           1105,            152,             88,              1
     Wellington,             to,       Auckland,           2735,           1627,           2727,           1588,            156,             89,              1
      Araguaina,             to,          Belem,           1057,           1338,           1054,           1299,            156,             89,              1
        Rangoon,             to,        Bangkok,           2137,           1167,           2170,           1188,            156,             89,              1
       Khartoum,             to,     Port Sudan,           1667,           1179,           1693,           1149,            156,             89,              1
         Bergen,             to,           Oslo,           1458,            723,           1495,            736,            156,             89,              1
           Oslo,             to,         Bergen,           1495,            736,           1458,            723,            156,             89,              1
       Helsinki,             to, St. Petersburg,           1606,            718,           1645,            725,            156,             89,              1
       Auckland,             to,     Wellington,           2727,           1588,           2735,           1627,            156,             89,              1
 St. Petersburg,             to,       Helsinki,           1645,            725,           1606,            718,            156,             89,              1
     Port Sudan,             to,       Khartoum,           1693,           1149,           1667,           1179,            156,             89,              1
          Belem,             to,      Araguaina,           1054,           1299,           1057,           1338,            156,             89,              1
        Bangkok,             to,        Rangoon,           2170,           1188,           2137,           1167,            156,             89,              1
    Panama City,             to,         Bogota,            828,           1221,            860,           1245,            160,             90,              1
        Nanping,             to,       Shanghai,           2296,           1082,           2323,           1052,            160,             90,              1
      Barcelona,             to,         Madrid,           1435,            952,           1395,            955,            160,             90,              1
        Orlando,             to,     Charleston,            806,           1072,            823,           1035,            160,             90,              1
       New York,             to,  Washington DC,            864,            956,            839,            988,            160,             90,              1
         Madrid,             to,      Barcelona,           1395,            955,           1435,            952,            160,             90,              1
          Osaka,             to,       Nagasaki,           2433,           1017,           2395,           1032,            160,             90,              1
     Charleston,             to,        Orlando,            823,           1035,            806,           1072,            160,             90,              1
       Shanghai,             to,        Nanping,           2323,           1052,           2296,           1082,            160,             90,              1
       San Jose,             to,    Panama City,            789,           1212,            828,           1221,            160,             90,              1
    Panama City,             to,       San Jose,            828,           1221,            789,           1212,            160,             90,              1
  Washington DC,             to,       New York,            839,            988,            864,            956,            160,             90,              1
         Bogota,             to,    Panama City,            860,           1245,            828,           1221,            160,             90,              1
       Nagasaki,             to,          Osaka,           2395,           1032,           2433,           1017,            160,             90,              1
    New Orleans,             to,        Houston,            744,           1059,            703,           1068,            164,             91,              1
          Lagos,             to,         Kaduna,           1452,           1241,           1476,           1207,            164,             91,              1
       Kandahar,             to,          Kabul,           1911,           1037,           1944,           1012,            164,             91,              1
         Kaduna,             to,          Lagos,           1476,           1207,           1452,           1241,            164,             91,              1
          Kabul,             to,       Kandahar,           1944,           1012,           1911,           1037,            164,             91,              1
        Houston,             to,    New Orleans,            703,           1068,            744,           1059,            164,             91,              1
         Riyadh,             to,    Kuwait City,           1760,           1102,           1775,           1062,            168,             92,              1
         Vienna,             to,       Belgrade,           1553,            878,           1578,            912,            168,             92,              1
       Brussels,             to,           Bern,           1454,            853,           1480,            886,            168,             92,              1
    Kuwait City,             to,         Riyadh,           1775,           1062,           1760,           1102,            168,             92,              1
         Manila,             to,           Cebu,           2326,           1182,           2354,           1214,            168,             92,              1
         Bamako,             to,       Timbuktu,           1369,           1192,           1399,           1162,            168,             92,              1
           Bern,             to,       Brussels,           1480,            886,           1454,            853,            168,             92,              1
        Detroit,             to,        Chicago,            797,            945,            757,            931,            168,             92,              1
           Cebu,             to,         Manila,           2354,           1214,           2326,           1182,            168,             92,              1
       Timbuktu,             to,         Bamako,           1399,           1162,           1369,           1192,            168,             92,              1
        Chicago,             to,        Detroit,            757,            931,            797,            945,            168,             92,              1
       Belgrade,             to,         Vienna,           1578,            912,           1553,            878,            168,             92,              1
         Recife,             to,       Salvador,           1154,           1352,           1126,           1385,            172,             93,              1
         Madrid,             to,         Lisbon,           1395,            955,           1355,            971,            172,             93,              1
      Monterrey,             to,      Chihuahua,            671,           1086,            631,           1070,            172,             93,              1
       Salvador,             to,         Recife,           1126,           1385,           1154,           1352,            172,             93,              1
 Port Elizabeth,             to,         Durban,           1616,           1555,           1649,           1526,            172,             93,              1
         Lisbon,             to,         Madrid,           1355,            971,           1395,            955,            172,             93,              1
          Paris,             to,       Bordeaux,           1436,            871,           1417,            910,            172,             93,              1
         Durban,             to, Port Elizabeth,           1649,           1526,           1616,           1555,            172,             93,              1
      Hyderabad,             to,         Mumbai,           2010,           1163,           1970,           1147,            172,             93,              1
       Bordeaux,             to,          Paris,           1417,            910,           1436,            871,            172,             93,              1
         Mumbai,             to,      Hyderabad,           1970,           1147,           2010,           1163,            172,             93,              1
      Chihuahua,             to,      Monterrey,            631,           1070,            671,           1086,            172,             93,              1
    Minneapolis,             to,        Chicago,            719,            908,            757,            931,            176,             94,              1
          Cairo,             to,      Jerusalem,           1646,           1063,           1685,           1042,            176,             94,              1
       New York,             to,       Montreal,            864,            956,            866,            912,            176,             94,              1
      San Diego,             to,      Las Vegas,            544,           1041,            566,           1002,            176,             94,              1
         Oaxaca,             to,      Guatemala,            699,           1161,            740,           1178,            176,             94,              1
      Guatemala,             to,         Oaxaca,            740,           1178,            699,           1161,            176,             94,              1
       Montreal,             to,       New York,            866,            912,            864,            956,            176,             94,              1
         London,             to,       Brussels,           1410,            845,           1454,            853,            176,             94,              1
      Jerusalem,             to,          Cairo,           1685,           1042,           1646,           1063,            176,             94,              1
        Chicago,             to,    Minneapolis,            757,            931,            719,            908,            176,             94,              1
      Las Vegas,             to,      San Diego,            566,           1002,            544,           1041,            176,             94,              1
       Brussels,             to,         London,           1454,            853,           1410,            845,            176,             94,              1
         Durban,             to,   Johannesburg,           1649,           1526,           1621,           1492,            176,             94,              1
   Johannesburg,             to,         Durban,           1621,           1492,           1649,           1526,            176,             94,              1
         Cuiaba,             to,   Campo Grande,            988,           1409,           1002,           1452,            180,             95,              1
   Campo Grande,             to,       Asuncion,           1002,           1452,            993,           1497,            180,             95,              1
   Campo Grande,             to,         Cuiaba,           1002,           1452,            988,           1409,            180,             95,              1
          Beira,             to,         Harare,           1674,           1444,           1680,           1399,            180,             95,              1
  Alice Springs,             to,      Mount Isa,           2431,           1482,           2468,           1455,            180,             95,              1
     Casablanca,             to,        Seville,           1364,           1031,           1376,            987,            180,             95,              1
    Broken Hill,             to,      Melbourne,           2486,           1550,           2506,           1591,            180,             95,              1
      Barcelona,             to,       Bordeaux,           1435,            952,           1417,            910,            180,             95,              1
         Sendai,             to,        Sapporo,           2477,            981,           2479,            936,            180,             95,              1
         Harare,             to,          Beira,           1680,           1399,           1674,           1444,            180,             95,              1
       Asuncion,             to,   Campo Grande,            993,           1497,           1002,           1452,            180,             95,              1
       Bordeaux,             to,      Barcelona,           1417,            910,           1435,            952,            180,             95,              1
         Juneau,             to,      Ketchikan,            419,            771,            451,            803,            180,             95,              1
      Las Vegas,             to,    Los Angeles,            566,           1002,            526,           1023,            180,             95,              1
        Seville,             to,     Casablanca,           1376,            987,           1364,           1031,            180,             95,              1
        Sapporo,             to,         Sendai,           2479,            936,           2477,            981,            180,             95,              1
      Melbourne,             to,    Broken Hill,           2506,           1591,           2486,           1550,            180,             95,              1
      Ketchikan,             to,         Juneau,            451,            803,            419,            771,            180,             95,              1
    Los Angeles,             to,      Las Vegas,            526,           1023,            566,           1002,            180,             95,              1
      Mount Isa,             to,  Alice Springs,           2468,           1455,           2431,           1482,            180,             95,              1
          Cuzco,             to,         La Paz,            884,           1390,            911,           1428,            184,             96,              1
           Hilo,             to,       Honolulu,            268,           1144,            229,           1119,            184,             96,              1
          Belem,             to,       Teresina,           1054,           1299,           1090,           1328,            184,             96,              1
       Honolulu,             to,           Hilo,            229,           1119,            268,           1144,            184,             96,              1
         La Paz,             to,          Cuzco,            911,           1428,            884,           1390,            184,             96,              1
       Istanbul,             to,      Bucharest,           1642,            958,           1651,            912,            184,             96,              1
      Chihuahua,             to,        Phoenix,            631,           1070,            605,           1031,            184,             96,              1
           Bern,             to,          Paris,           1480,            886,           1436,            871,            184,             96,              1
       Teresina,             to,          Belem,           1090,           1328,           1054,           1299,            184,             96,              1
    Thunder Bay,             to,    Minneapolis,            749,            872,            719,            908,            184,             96,              1
         Harbin,             to,    Vladivostok,           2369,            900,           2402,            933,            184,             96,              1
         Vienna,             to,         Munich,           1553,            878,           1507,            878,            184,             96,              1
    Minneapolis,             to,    Thunder Bay,            719,            908,            749,            872,            184,             96,              1
         Munich,             to,         Vienna,           1507,            878,           1553,            878,            184,             96,              1
      Bucharest,             to,       Istanbul,           1651,            912,           1642,            958,            184,             96,              1
      Barcelona,             to,        Algiers,           1435,            952,           1442,            998,            184,             96,              1
          Paris,             to,           Bern,           1436,            871,           1480,            886,            184,             96,              1
        Phoenix,             to,      Chihuahua,            605,           1031,            631,           1070,            184,             96,              1
        Algiers,             to,      Barcelona,           1442,            998,           1435,            952,            184,             96,              1
    Vladivostok,             to,         Harbin,           2402,            933,           2369,            900,            184,             96,              1
        Atlanta,             to,        Orlando,            791,           1028,            806,           1072,            184,             96,              1
        Orlando,             to,        Atlanta,            806,           1072,            791,           1028,            184,             96,              1
 Salt Lake City,             to,      Las Vegas,            573,            955,            566,           1002,            188,             97,              1
    Quebec City,             to,         Ottawa,            880,            890,            838,            912,            188,             97,              1
         Ottawa,             to,    Quebec City,            838,            912,            880,            890,            188,             97,              1
      Melbourne,             to,       Adelaide,           2506,           1591,           2463,           1572,            188,             97,              1
      Las Vegas,             to, Salt Lake City,            566,           1002,            573,            955,            188,             97,              1
       Adelaide,             to,      Melbourne,           2463,           1572,           2506,           1591,            188,             97,              1
    Los Angeles,             to,  San Francisco,            526,           1023,            504,            981,            188,             97,              1
  San Francisco,             to,    Los Angeles,            504,            981,            526,           1023,            188,             97,              1
      Las Vegas,             to,        Phoenix,            566,           1002,            605,           1031,            192,             98,              1
   Philadelphia,             to,         Boston,            848,            972,            885,            940,            192,             98,              1
         Recife,             to,      Fortaleza,           1154,           1352,           1121,           1316,            192,             98,              1
       Nagasaki,             to,          Seoul,           2395,           1032,           2372,            989,            192,             98,              1
          Seoul,             to,       Nagasaki,           2372,            989,           2395,           1032,            192,             98,              1
      Fortaleza,             to,         Recife,           1121,           1316,           1154,           1352,            192,             98,              1
          Paris,             to,      Amsterdam,           1436,            871,           1461,            830,            192,             98,              1
      Melbourne,             to,         Sydney,           2506,           1591,           2547,           1565,            192,             98,              1
         Boston,             to,   Philadelphia,            885,            940,            848,            972,            192,             98,              1
      Amsterdam,             to,          Paris,           1461,            830,           1436,            871,            192,             98,              1
        Phoenix,             to,      Las Vegas,            605,           1031,            566,           1002,            192,             98,              1
         Sydney,             to,      Melbourne,           2547,           1565,           2506,           1591,            192,             98,              1
        Orlando,             to,         Havana,            806,           1072,            795,           1120,            196,             99,              1
          Seoul,             to,       Shenyang,           2372,            989,           2345,            948,            196,             99,              1
         Havana,             to,        Orlando,            795,           1120,            806,           1072,            196,             99,              1
       Istanbul,             to,         Athens,           1642,            958,           1599,            982,            196,             99,              1
       Shenyang,             to,          Seoul,           2345,            948,           2372,            989,            196,             99,              1
         Cairns,             to,      Mount Isa,           2507,           1424,           2468,           1455,            196,             99,              1
     Charleston,             to,  Washington DC,            823,           1035,            839,            988,            196,             99,              1
